    0,  1,  0,  2,  0,  0,  2,  0,  1,  0,  2,  4,  0, 42,  0, 42,  0, 42,  0,  0,  2,  0,  1,  0,  2,  4,  1, 41,  0, 41,  0, 41, 41,  0, 41,  0, 41,  0, 41, 41,  0, 41,  0, 41,  0, 41, 41,  0, 41,  0, 41,  0, 41, 41,  0,  2,  0,  1,  0,  2,  0,  0,  2,  0,  1,  0,  2,  4,  0,  2 |
    0,  0,  1,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  1,  1,  0, 99, 99,  0,  0,  1,  0,  0,  1, 99,  0,  0,  1,  1,  0, 99, 99,  0,  0,  1,  1,  0, 99, 99,  0,  0,  1,  1,  0, 99, 99 |
   99,  1,  2,  0,  1,  1,  0,  0,  2, 99,  0,  0,  0,  0, 99,  0,  0,  0,  1,  1,  1,  0,  0,  2,  0,  0,  0,  0, 99, 99,  2,  0,  2,  2,  0,  0,  0,  2,  0,  0,  0,  0,  1,  0,  0,  0,  1,  1,  1,  0,  0,  2,  0,  0,  0,  0,  1,  0,  2,  0,  2,  2,  0,  0,  0,  2,  0,  0,  0,  0 |
    2,  4,  4,  0,  1,  0,  0,  1,  0,  4,  4,  1,  0,  0,  1,  0,  4,  1,  2,  0,  0,  1,  1,  2, 99, 99, 99, 99, 42, 42, 42,  0,  0, 99, 99, 46, 46, 46,  0,  0, 99, 99, 46, 46,  4,  2,  2,  0,  0,  0,  4,  4,  2,  2,  0,  0,  0,  1,  4,  4,  2,  2,  0,  2,  4,  4,  0,  1,  1,  1 |
    0,  2,  0,  2,  0,  0,  0,  0,  2,  0,  2,  0,  0,  0,  0,  2,  0,  2,  0, 99,  0,  0,  2,  0, 99,  0,  1,  1,  0,  2,  0,  2,  0,  0,  0,  0,  2,  0,  2,  0,  1,  2,  0,  2,  0,  2,  0, 99,  0,  0,  2,  0,  2,  0,  0,  0,  0,  2,  0,  2,  0,  0,  0,  0,  2,  0,  2,  0,  0, 99 |
    1,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  2,  0,  0,  0,  0,  0,  0,  0, 42,  0,  0,  0,  0,  0,  0, 41,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0 |
    0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1 |
   77,  1,  1,  0,  0, 99, 99,  0,  1,  1,  0,  0, 99, 99,  0,  1,  1,  0,  0, 99, 99,  0,  1,  1,  0,  0, 99, 99,  0,  1,  1,  0,  0, 99, 99,  0,  1,  1,  0,  0, 99, 99,  0,  1,  1,  0,  0, 99, 99,  0,  1,  1,  0,  0, 99, 99,  0,  1,  1,  0,  0, 99, 99,  0,  1,  1,  0,  0, 99, 77 |
   77,  0,  1,  0,  0,  0,  0,  0,  0, 41,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0, 42,  0,  0,  0,  0,  0,  0, 41,  0,  0,  0,  0,  0,  0, 41,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0, 77 |
    0,  2, 99, 99, 99,  1,  1,  2,  2, 99, 99, 99,  0,  0,  2,  0,  2, 99, 42, 42, 42, 42,  0,  0,  0,  0,  2,  2,  2,  0,  0, 99, 99,  2,  2,  2,  0,  2, 99, 99, 99,  0,  2,  2,  2, 99, 99,  2,  2,  2,  0,  2, 99,  0,  2,  0,  2,  2,  0, 99, 99,  1,  2, 41, 41, 41, 41,  0,  2,  2 |
    0,  0,  0,  0,  0,  0,  0, 99, 99, 99,  1,  1,  1,  1, 99,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0, 99,  0,  0,  0,  0,  0,  0, 99,  0,  0,  1,  1,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 99,  1,  1,  2,  2, 99, 99 |
    1,  4,  2, 99, 99, 99, 99, 99,  4,  2,  0,  0,  2,  2,  0,  4,  2,  0, 99, 99, 99,  1,  4,  2,  0,  0,  0,  0,  1,  4,  0,  0,  2,  0,  0,  1,  4,  2,  0,  0,  2,  0,  1,  4,  2,  0,  0,  0,  0,  1,  4,  2,  0,  0,  1,  1,  0,  4,  2,  0,  0,  0,  0,  1,  4,  2,  0,  0,  0,  0 |
